TopNow,RankType,DownloadNum,From,RunningType,ChannelID,GameType,Summary,DownloadURL,PlatForm,VersionID,Score,HotTrend,WebURL,WeekDownload,CompanyName,GetTime,GameName,Hot,PackageSize,iConURL
687,9,174563,1,δ֪,4,棋牌桌游,"★欢乐打桌球——假期无聊怎么过？掌心玩桌球吧！☆
☆本款“欢乐打桌球”漂亮的游戏界面，完善的游戏系统，多种的游戏玩法，真实的桌球效果，3D显示让你玩的开心痛快！ ★
★除了在我国流行的普通桌球以外，本款“欢乐打桌球”还提供包括落袋台球、斯诺克、印度桌游、加拿大棋等多种游戏，每种游戏又有多种玩法，保证让你百玩不厌！★
---------------------------------★★★----------------------------------------
★本款“欢乐打桌球”除了单人游戏模式，还有对战电脑、联机对战等模式，不但可以一个人玩，还可以和朋友一起分享！
★最后，在“欢乐打桌球”中，你除了享受单机桌球游戏本身的乐趣，还可以记录自己的成绩哦~~~",http://file.market.xiaomi.com/download/AppStore/03e7af4d-7fee-412c-9b08-24e0a246f15b/com.play.zhuoqiudashi.apk,1,5.6,3.5,δ֪,δ֪,δ֪,呜哈哈游戏,2015-01-05 20:00,欢乐打桌球,0,4.88M,http://file.market.xiaomi.com/thumbnail/jpeg/l120/AppStore/d2e164a4-c08e-4f02-a670-0ef41252bcfa
688,9,621038,1,δ֪,4,休闲创意,经典的单机游戏连连看，但是不再休闲而是更加刺激的单机游戏，更具有挑战性。游戏速度节奏快，挑战玩家的细心程度，画面清晰可爱，音效优美，娱乐的过程中更具视觉和听觉的享受。通过不断的努力从而获取最高的分数非常不错的休闲益智消除游戏。,http://i2.market.mi-img.com/download/AppStore/0e5df04c3952047ac2e6d65e6e04cc0dbb89c82a4/lqs.kaisi.kdlianliankan.apk,1,4.12.24,1,δ֪,δ֪,δ֪,凯斯,2015-01-05 20:00,单机游戏连连看,0,6.21M,http://file.market.xiaomi.com/thumbnail/jpeg/l120/AppStore/0fc545fe32cc661b543bdbd9d8591269a3940c4be
689,9,250184,1,δ֪,4,战争策略,"小编推荐
流畅：★★★★★
剧情：★★★★★
画面：★★★★★
【六大职业】独一无二的武将专属技能，八种附带不同BUFF的战阵，打造属于你的黄金战队！
【万人国战】气势磅礴的万人国战，拔出腰间的啤酒瓶来一场男人之前的决斗！
【策略百变】游戏策略玩法丰富，技能阵型多种搭配，猜中了策略，却猜不中结局！
【精彩副本】上千个副本关卡，高概率精装掉落让你直呼：万万没想到！
【活动丰富】极品装备丰富奖励都在活动里！升级加星，当上总擂主，迎娶白富美，从此走上人生的巅峰！
2014年最受期待的精品手游《曹操传》,一款写实风格的三国策略卡牌手游。三个国家特点鲜明各有千秋，为您展现景区级的场景画面以及酷炫带感的角色造型,游戏里霸气精美的卡牌人物，华丽的技能特效，史诗般的场景和画面，致力于打造次时代的页游美术品质。气势磅礴的万人国战，极高策略性的副本关卡让你欲罢不.能！更能与数千玩家同战沙场...
客服QQ：1078811471
客服电话：020-38939439
",http://file.market.xiaomi.com/download/AppStore/08e51c59c57504f55388b8a2e5f16b65bcc561e14/com.android.ccz.mi.apk,1,1.7.2,3.5,δ֪,δ֪,δ֪,广州指尖跃动网络科技有限公司,2015-01-05 20:00,曹操传：燃烧战魂,0,48.89M,http://file.market.xiaomi.com/thumbnail/jpeg/l120/AppStore/0be3e740b207a4bd908014ee9bf1d07195f00b2ef
690,9,427238,1,δ֪,4,棋牌桌游,"一款不错的围棋应用,支持对战模式,棋盘棋子均可自定义.

围棋起源于中国古代,推测起源时间为大约公元前6世纪.是一种策略性二人棋类游戏 （也有联棋或团队对战模式,有二人对二人,一人对多人,多人对人多等形式）,使用格状棋盘及黑白二色棋子进行对弈.中国古时有“弈”,“碁”,“手谈” 等多种称谓,是中国古代知识阶层修身养性的一项必修课目,属于琴棋书画四艺之一.目前围棋流行于亚太,覆盖世界范围,是一种非常流行的棋类游戏.围棋在很大程度上反应了中国传统思想文化的精髓, 是在中国发展最广的艺术,是中国的国粹.被认为是目前世界上最复杂的游戏之一.",http://i2.market.mi-img.com/download/4ba/3682d0b48ae316351e7cd3a342427d033b956ff8/com.hexietech.gofree.apk,1,1.0,4.5,δ֪,δ֪,δ֪,hexietech,2015-01-05 20:00,经典围棋专业版,0,2.39M,http://file.market.xiaomi.com/thumbnail/jpeg/l120/21e/4b83b815fe93de72231c6014214444de7eb96706
691,9,166803,1,δ֪,4,棋牌桌游,"《豪胆德州扑克》是专业德州扑克竞技平台，页游版已登录新浪、人人、开心、360、虎扑等平台，并获得了广大用户的认可。游戏实现了客户端、网页、手机端的数百万用户同台竞技。 
产品设计融入高端用户的卓越体验，拥有强大的赛事系统、社交系统和竞技系统，率先实现了多开、多场比赛同时进行、中途回到比赛等功能。精美界面设计，流畅动画效果，快速进入大厅，快速回到比赛前所未有的游戏享受，游戏感受更美好。游戏不仅仅包括德州扑克散桌游戏、SNG和锦标赛，同时还包括奥马哈散桌、奥马哈锦标赛等其他扑克游戏，让竞技多选择、更快乐。",http://i5.market.mi-img.com/download/AppStore/a5362b94-5485-4df6-8c67-ca64f687a568/com.texas.poker.main.mi.apk,1,2.6.7,2.5,δ֪,δ֪,δ֪,北京爱思天机科技有限公司,2015-01-05 20:00,豪胆德州扑克,0,9.96M,http://file.market.xiaomi.com/thumbnail/jpeg/l120/AppStore/4b21e4b2-535e-4b07-9984-deb0fe72f974
692,9,126946,1,δ֪,4,模拟经营,3D模拟开飞机一个非常有趣的3D飞机模拟器游戏。引导你的飞机通过所有航点，以确保飞机能到正确的目的地，在时间期限内通过所有的航点和到达目的地机场，以赚取飞行员的资历。到达目的地区域时，减缓飞机下来，并准备降落时，注意不要碰到其他物体！引导你的飞机朝着区域内的跑道而停放飞机，必须非常小心，以避免公交车和其他物体相撞，祝你好运。,http://file.market.xiaomi.com/download/AppStore/537420a2-0614-4b3d-a128-c8979c559c0a/com.games.kaifeisd.plane.apk,1,1.05,3.5,δ֪,δ֪,δ֪,Jeff 7,2015-01-05 20:00,3D模拟开飞机,0,24.25M,http://file.market.xiaomi.com/thumbnail/jpeg/l120/AppStore/54e36740-1cc4-49cd-b6d5-4588aa95b494
693,9,250540,1,δ֪,4,儿童益智,"《宝宝早教乐》系列是是专为2-8岁的宝宝设计的应用，《儿童宝宝学字母》是《数字篇》的姊妹篇游戏中融合了字母卡丁车（宝宝可以帮助兔子控制卡 丁车来吃字母一路闯关得分）、字母连连看、字母歌、字母拖拖乐（字母拼图）、学单词等小游戏,高品质的图片和卡通动画效果、可爱的游戏 画面、动听的宝宝童谣。通过玩游戏让小朋友在益智游戏中学习认识26个字母，教会宝宝字母发音,以及一些简单的单词,眼,手,脑一起动,从小 培养小朋友的综合能力.在学习娱乐的过程还可以进行亲子互动，妙趣味横生，寓教于乐，锻炼逻辑思维，启蒙早教。
★★★★★★★宝宝早教乐出品★★★★★★★
★最互动,最有趣,最寓教于乐的幼儿游戏★!",http://i4.market.mi-img.com/download/AppStore/07c1624e0135b4a5c0dfbbfc9e99424b0f74ae6ba/org.madgame.babyabc.apk,1,1.2.0,5,δ֪,δ֪,δ֪,MadGameStudio,2015-01-05 20:00,儿童宝宝学字母,0,14.17M,http://file.market.xiaomi.com/thumbnail/jpeg/l120/AppStore/5d4b44ac-8c3b-4a0d-89a0-e71f4e6e02ed
694,9,236039,1,δ֪,4,模拟经营,"这是一款真正的养成游戏，不同场景需要不同的养成道具获得养成经验，从学生妹到职场“白骨精”需要更多的技巧和经验，你要细心呵护她的成长哦。职场环境，居家环境，每个环境都要培养“白骨精”的不同兴趣、爱好和技巧哦。让她早日成为白领-骨干-精英…176身高的妹子，如何征服就看你的了！
每日签到即可获得100金币
金币可以解锁1个道具锁哦
3种游戏均可赢取金币
3种水果你可以用金币购买送给我哦
注册用户还有更多惊喜哦
安卓2.2以上设备均适用
客服群： 74587166",http://file.market.xiaomi.com/download/AppStore/eaaf7fe0-4280-4d35-a791-1a1b830fb2c4/com.qxshikong.ol.queen.apk,1,1.0,1.5,δ֪,δ֪,δ֪,北京倾欣时空科技发展有限公司,2015-01-05 20:00,贴身女友-OL,0,18.01M,http://file.market.xiaomi.com/thumbnail/jpeg/l120/AppStore/13b3898a-9519-44b9-89ca-7ebb165c7d55
695,9,451357,1,δ֪,4,赛车体育,"     《极限滑板》Extreme Skater 是一款由 Miniclip 出的速度感十足的滑板游戏，玩家踏着滑板在各种地形飞驰，通过最常用的点，划，摇摆倾斜机身等操作控制我们的主角飞跃重重障碍，最终成为一位滑板达人！

       游戏操作非常简单，主要依靠重力左右平衡，手指向上划动屏幕可以做出跳跃动作。按住左下角手形的按钮可以做出抓取动作，主要在吊住绳索或者秋千荡过荆棘的地方用到；右下角按钮主要是做特技功能。目前共可解开三个场景，分别为丛林、城市和公园。丛林和城市场景分别都有35关，共70小关，关卡为解锁型；公园关卡为特技关卡，在解开特技时才出现，但部分关卡需要金币购买的。

       游戏玩起来感觉很爽，尤其在上下坡悬崖边和滑道间，当滑板冲下去仿佛过山车一般飞驰，再加上360度旋转，真是太过瘾了。飞跃巅峰时可以控制主角做出各种酷炫的难度动作，以便获得更高的得分，例如在腾空的同时倾斜设备可以做个空中翻。游戏非常注重玩家的体验，每当有新的关卡设施和新特技等，游戏中都会有UI的提醒。

      想要玩的更酷，可以到游戏商店里购买特技效果、酷炫的滑板和游戏主角的形象等。游戏整体感觉对玩家要求不算高，只要头不要着地就可以。看到这里是否有下载体验一番的冲动呢？赶快行动吧！",http://i1.market.mi-img.com/download/5b2/b9b387b5f2a998cf641dd4eb59051516198dad5d/com.miniclip.extremeskater.apk,1,3.0.0,2,δ֪,δ֪,δ֪,乐逗游戏,2015-01-05 20:00,极限滑板,0,29.93M,http://file.market.xiaomi.com/thumbnail/jpeg/l120/963/8c44ee6e231bed945eb825c9911b8d85ff8840a2
696,9,37460,1,δ֪,4,儿童益智,"一年级知识竞赛 - 学习知识，开发智力
----
特色：
1.家长监督系统
2.关卡设计
3.答题比赛

一年级知识竞赛，让宝宝在游戏中学习知识，家长可以每天查看孩子做题的结果，会自动记录最近一个月的每日成绩噢！

游戏以比赛的形式，让孩子进行答题练习，回答正确，所选角色就会往走；每次玩一组测验，回答错误的答案将会被列出；完成比赛会获得名次，获得第一名才可以过关。答题过程中的准确率决定了获得星星的数量。

寓教于乐，宝宝玩游戏长知识，家长看孩子的答题数据。

本app会记录孩子最近一个月的每日成绩，记录答题时间、准确率、总答题数和答题速度。",http://i1.market.mi-img.com/download/AppStore/0ee83a4afcac547e60f1ec1a6d8e2c64d4d85c853/air.com.aoaogame.game380.apk,1,1.0,0,δ֪,δ֪,δ֪,lovebaby,2015-01-05 20:00,一年级知识竞赛,0,15.68M,http://file.market.xiaomi.com/thumbnail/jpeg/l120/AppStore/03e8344afcad557e83f1e51a69ce2e68d4c405dca
697,9,181722,1,δ֪,4,跑酷闯关,"《僵尸魂斗罗》是一款以僵尸为题材的横版跑酷射击过关游戏，无论是画面还是操作都非常爽快。作为一款第三人称射击游戏，二十余种武器道具任你使用，熟悉的英雄人物加上逼真的枪械和真实的枪弹打击效果，成群结队的僵尸出没你的前方，更有巨型Boss挑战你杀戮能力的极限!你的脚步永不停歇，你别无选择必须杀出一条血路！
玩家QQ群：136373478，更多实物大奖信息快来加群获取吧：）",http://i1.market.mi-img.com/download/AppStore/0b79f52a0bd17fca03129354fbef10c7c8043b093/com.cafgame.residentzombiescn.trinet.apk,1,2.2,3,δ֪,δ֪,δ֪,上海锐移计算机科技有限公司,2015-01-05 20:00,僵尸魂斗罗,0,12.81M,http://file.market.xiaomi.com/thumbnail/jpeg/l120/AppStore/0b79f52a0bd17fca04129e54f7ef1ec7cc043b093
698,9,482686,1,δ֪,4,赛车体育,《制导飞车：最终突袭 Fire & Forget Final Assault》是一款竞速游戏，您是最终的救赎，在一个被热核战争摧残的世界里，正义与规则成为了久远的记忆，一个恐怖组织试图发动终极战争，妄图给人类带来灭顶之灾。您是人类的最终救赎，您装备了高度保密的精密武器“雷神3（Thunder Master III），还可以阻止灾难降临……您驾驶一架凶猛的装甲飞行器，装备有两部恐怖的武器：一部手动瞄准的双管火箭炮，和一部自动制导导弹发射器。飞行器自动高速向前飞行，而您控制飞行器避免撞击障碍物，并将一路上的敌人摧毁。,http://i1.market.mi-img.com/download/AppStore/329dc98e-e8c8-4ada-8691-c14d0b122b96/com.unitygames.fireforget.apk,1,1.5.1,3,δ֪,δ֪,δ֪,优美缔软件（上海）有限公司,2015-01-05 20:00,制导飞车：最终突袭,0,55.88M,http://file.market.xiaomi.com/thumbnail/jpeg/l120/AppStore/430cc62e-3ff5-45ed-9455-2cb9e885b53d
699,9,137346,1,δ֪,4,动作枪战,"《反恐精英中文版》是一款中文FPS竞技手机游戏。游戏包含多种名枪，通过不断击杀敌人可以获得更多武器。
紧张刺激的节奏和热血沸腾的枪械音效，爽快的对战而且小巧的安装包为您节省宝贵的下载流量！",http://i2.market.mi-img.com/download/AppStore/cafbc550-f446-46f6-98b9-f3b06224d9eb/com.hongfan.jacky.qxwar.apk,1,1.1,3,δ֪,δ֪,δ֪,蜗牛漫步,2015-01-05 20:00,反恐精英中文版,0,6.69M,http://file.market.xiaomi.com/thumbnail/jpeg/l120/AppStore/752d434c-84cf-4d67-b61e-d2a2a5b0b16f
700,9,35178,1,δ֪,4,飞行空战,"展开你的翅膀征服天空！扮演神话里的狮鹫！探索传说中的生物，散发危险的怪物，在广阔的世界中翱翔！开始祖江自己的家庭，为了你的生活击败死敌兽人，树人，和龙！
游戏特色
+写实模拟器 - 你需要保持你的健康，饥饿，干渴，能源，如果你要生存下去！
+史诗战斗 - 对卡邪恶的兽人王国。用你锋利的爪子和有力的翅膀摧毁整个建筑和击败你的敌人！
+ 独特的世界 - 搜索整个世界！征服熔岩、陆地、海洋等等！
+ boss战 - 强化你的狮鹫！与致命BOSS进行战斗！成功地杀死他们，你将得到丰厚的回报！",http://file.market.xiaomi.com/download/AppStore/07053577035194ae85a7d7bf33182a7e2b2421fa1/com.luoke.griffinsimulator.apk,1,1,4.5,δ֪,δ֪,δ֪,洛克网络科技有限公司,2015-01-05 20:00,狮鹫模拟,0,47.4M,http://file.market.xiaomi.com/thumbnail/jpeg/l120/AppStore/07053157025394ae42a7d6bf3fb82a7a271811e17
701,11,121129,1,δ֪,4,休闲创意,"叮叮堂官方客服电话:021-50491336

11月20日登陆新版“宇宙探秘”即送价值1000点券的“成长快乐大礼包”！
新版“宇宙探秘”全新的场景界面、社群优化，让您在恋爱中享受甜蜜！
11月20日《叮叮堂》“宇宙探秘”您不能错过的精彩冒险哦！

《叮叮堂》是一款大型Q版休闲类手机网游。回合制的战斗模式，简易的触控操作，让您在整个对抗中更容易体验到竞技的刺激，PK的快感以及交友的乐趣。
Q版的人物和兽兽，瑰丽细腻的3D梦幻游戏场景，童话般的剧情设置，百变的avatar时尚造型，已成功俘获众多女性玩家；而竞技中华丽丽的特效，战斗技巧策略的把握，随时更新的个人、公会排名，尊贵华丽的VIP商城，也让男性玩家们纷纷进入战场，充当保卫MM们的守护骑士。
【游戏特色】
★数十万MM真人认证，让手游中的社交更真实！
★结婚系统帮助单身男女顺利“脱光”！
★打造自己的极品装备，做“打炮”高手！
★高效竞技匹配，让你体验最激情的“对射”PK！
★完善公会玩法，“拉帮结派”挥洒热血情义！
★Q萌冒险副本强力开启童话剧情，最后一刻答案才揭晓！
★全新3D梦幻小镇给您带来身临其境的立体视觉效果！
★新增VIP商城，叮叮会员享受至尊优惠和体验！",http://file.market.xiaomi.com/download/AppStore/b7724807-83f2-4763-aaba-338c34d53ed3/j2ab.android.appstar.mi.apk,1,4.5.0,2,δ֪,δ֪,δ֪,上海美峰数码科技有限公司,2015-01-05 20:00,叮叮堂,0,46.94M,http://file.market.xiaomi.com/thumbnail/jpeg/l120/AppStore/34ecbfd1-8352-403d-bb3b-19babde8e61d
702,11,41225,1,δ֪,4,网游RPG,江湖风云再起，大侠等你来战！2013年度APPSTORE传奇手游续作，历时一年精心打造，近百张细腻丰富的场景地图，让你感受绝美的江湖。庞大而便捷的社交网络，让你邂逅你的宿世因缘，安得倚天抽宝剑，乘风跨海斩长鲸！丰富的装备与武功系统，让你成为盖世大侠，《江湖行3》，期待与您再续传奇！,http://i5.market.mi-img.com/download/AppStore/5a9afe81-bd05-4f17-8402-08583f5f08e1/JHXSG.mi.apk,1,2.1.6,2.5,δ֪,δ֪,δ֪,北京糖果游网络科技有限公司,2015-01-05 20:00,江湖行3,0,78.66M,http://file.market.xiaomi.com/thumbnail/jpeg/l120/AppStore/2a9d6e2a-8ed7-4248-9d0c-401f60d1928c
703,11,43049,1,δ֪,4,网游RPG,"南柯一梦，何处有仙？首创QTE战斗修仙卡牌《仙侠英雄传》带你步入修仙之路。领先节奏卡牌战斗，告别传统站桩模式，独创QTE触屏战斗、将风靡一时的拍键盘游戏融入手游卡牌的游戏，将当年网吧里啪啪啪的键盘声重现手机的游戏，让你的手指不再是点点点还可以啪啪啪的游戏，像当年拍键盘一样拍起你的手机HIGH起来！啪啪啪的战斗玩法让你根本停不下来！
·独创图形技术，特效电影级画面！
·首创节奏战斗，啪啪啪告别无聊站桩！
·港漫画面风格，暴走华丽仙魔大战
·仙侠世界大主宰，相约《仙侠英雄传》！",http://i5.market.mi-img.com/download/AppStore/64a72a35-3f86-4d41-bc89-2b0cc0a278b9/com.lechong.kami.xiao.mi.apk,1,1.100,4,δ֪,δ֪,δ֪,广州市叉叉信息科技有限公司,2015-01-05 20:00,仙侠英雄传,0,59.94M,http://file.market.xiaomi.com/thumbnail/jpeg/l120/AppStore/758f0a66-32b4-42e5-9deb-ff1d807ffd55
704,11,32301,1,δ֪,4,塔防迷宫,"▲ 史上首款攻防兼备的Q版仙侠塔防手游大作
▲ 卡牌的视觉盛宴，收集癖患者必备！
▲ 微信、QQ 、各大应用商店联手分享 
快和你的小伙伴们一起，进入这魔幻的世界中来吧！",http://i5.market.mi-img.com/download/AppStore/08d6a44c4a03145af1c07872d2be3c1c2de0e019e/com.my1net.xianxia.meiying.mi.apk,1,2.0,0,δ֪,δ֪,δ֪,杭州美盈网络科技有限公司,2015-01-05 20:00,三国么么哒,0,54.36M,http://file.market.xiaomi.com/thumbnail/jpeg/l120/AppStore/04bbf4d88f44299c4a6059dc234f843830541f62d
705,11,53582,1,δ֪,4,网游RPG,"《三国梦工厂》是一款以三国历史为背景，集语音、明星、社交、休闲、策略于一体的横版新概念手机网游。游戏使用了首创的语音系统，以语音社交为核心，实现多人在线交互聊天。加上策略、RPG角色养成和卡片收集等元素完美融合，明星武将与三国名将并肩作战、紧张有趣的副本战斗、PVP、语音聊天等多种玩家互动方式。贤弟还等什么？一起携手穿越三国!

游戏玩家交流群：341840850 
客户电话：020-38939411
客服QQ：1260078536",http://i2.market.mi-img.com/download/AppStore/13d7890f-6ac8-4629-bc97-920b2b5be941/com.android.mxqne.mi.apk,1,1.02,3,δ֪,δ֪,δ֪,广州指尖跃动网络科技有限公司,2015-01-05 20:00,三国梦工厂-涵哥推荐,0,59.5M,http://file.market.xiaomi.com/thumbnail/jpeg/l120/AppStore/a34c96e6-ca0c-4b4a-82a5-0df33485b514
706,11,37801,1,δ֪,4,网游RPG,"《新三国OL》是一款以三国历史背景为题材的大型战争策略类革新手机网络游戏。游戏背景贯穿整个三国历史，涵盖三国时期的所有历史文化名城，带领玩家体验三国时期的乱世浮沉。
《新三国OL》中的武将会在乱世沉浮中偶得，正所谓卧龙凤雏得一可安天下，任一名将都是一段可歌可泣的英雄史歌。丰富多彩的游戏内容，将带给玩家非一般的畅玩体验。",http://i3.market.mi-img.com/download/AppStore/f8f403fb-4ee5-410f-acbb-98456315b23e/wch.mmo.xsg.mi.apk,1,1.6.19,3,δ֪,δ֪,δ֪,福州微创网络科技有限公司,2015-01-05 20:00,新三国OL,0,47.87M,http://file.market.xiaomi.com/thumbnail/jpeg/l120/AppStore/75139523-7d42-4735-84fa-8c05328a0a3a
707,11,35979,1,δ֪,4,网游RPG,"你只看到了我的爱妃，却没看到我的汗水。
你有你的赤兔，我有我的的卢。
你若辅佐我的现在，我将册封你的未来。
你嘲笑我兵不满千将不过百，我告诉你是时机未到尚需等待。
你可以轻视我的年轻，我会证明这是谁的时代。
霸业注定是艰辛的旅程，路上少不了挑战和阻碍。
但那又怎样，哪怕遍体鳞伤，也要战的漂亮。 
我是主公，我为自己代言。

***权威媒体测评***：
腾讯：居然能将合体玩法如此诠释，堪称经典。
人人：《我是主公》，亮点竟是每天都送海量元宝！
机锋：错过《我是主公》，将会是一生的遗憾。
当乐：《我是主公》是三国爱好者必玩游戏之一！
九游：将萌系Q版演绎的淋漓尽致，狠有爱，狠养眼，狠给力。
265G：首度打破糕富帅与屌丝界限的策略手游，不是拼爹拼有钱，而是拼脑拼智商。
91：《我是主公》是2013年最佳手机游戏之一。
===============================================
***特色玩法***：
【激情合体玩法，叫人欲罢不能】
独特的副将系统，教你与貂蝉、二乔合体齐上阵。更有强大的合体技等你来战。
【独特福利系统，屌丝逆袭女神】
每天十余种各式礼包，让你金币元宝领到手软，对抗糕富帅，消灭X二代，解救你的女神。
【真实改朝换代，任君一展雄风】
游戏中占领王城，即可真正实现改朝换代，登基祭天，建国改元。让你真真切切过把皇帝瘾。
特色活动
活动1：绝世武将人人拿
活动内容：凡是注册登陆，就拿绝版礼包。笑看万千游戏，不服便来一战！

活动2：在线礼包奖不停
活动内容：只要登陆在线，就能不断获得豪华礼包，根本停不下来！

活动3：每日登陆有惊喜
活动内容：送元宝，送美女，送猛将，送爱妃，礼包送得笑到哭。

活动4：排行有我更精彩
活动内容：联盟排行、玩家排行、武将排行、秦陵排行，行行出状元！

******温馨提示******
*如您在游戏中遇到任何问题，请及时联系我们
*客服邮箱：sos@sanguo.us
*客服QQ：2856132117",http://i5.market.mi-img.com/download/AppStore/d561a8d5-49a6-4c20-8f81-e227d2f8a4b4/com.sanguo.mi.apk,1,1.2.0,0,δ֪,δ֪,δ֪,福州指尖互娱网络科技有限公司,2015-01-05 20:00,我是主公,0,31.13M,http://file.market.xiaomi.com/thumbnail/jpeg/l120/AppStore/ab5894df-a17a-4a03-8abc-c61445d9385b
708,11,83734,1,δ֪,4,网游RPG,"《十二生肖》是由成都卡尔维科技有限公司研发，鸿升科技代理运营的首款跨时代唯美2D策略回合RPG大作，游戏以中国传统十二生肖为背景，融合上古神魔乱入元素，打造别具一格的巨作，给你最震撼，最前所未有的超凡体验。
玩家们在游戏中探索上古时代诸多神话古事，历经爱恨情仇，解开前世未了情缘。

【极致画面 视觉冲击】
《十二生肖》以成为2D手游里程碑为目标，使用全新顶尖技术制作全球首创，首次在手游中实现3D效果人物模型，
突破了2D网游的画面瓶颈，把画面细小波动都发挥的玲离尽致。超高清萌系画面，更易接受更高享受。

【海量玩法 独创战斗】

自创玩法颠覆了传统手游中简单玩法模式，首次在回合游戏中开创攻城掠夺玩法。畅爽战斗，倾他国做他王，享受一方霸主的快感。
飞升、进阶、特技、雇佣兵.....玩最海量玩法，体验最全面的快乐。

【微端巨作 原创国风】  
游戏戏以中国古老十二生肖为题材，为玩家创造出一个完整故事体系，
玩家可以选择自己的属相，探索未知的神话世界。

《十二生肖》官方群 8979368",http://i4.market.mi-img.com/download/AppStore/06905033-1501-4a73-b380-6f01f4a710b0/calvi.ttsx.mi.apk,1,7.0,2.5,δ֪,δ֪,δ֪,鸿升科技,2015-01-05 20:00,十二生肖,0,62.86M,http://file.market.xiaomi.com/thumbnail/jpeg/l120/AppStore/fcf7dcbb-593f-4209-9826-cc8531648220
709,11,46209,1,δ֪,4,网游RPG,"征战六国双蛋大礼包：礼包领取时间截止到2015年1月1日
使用后将获得
任务传送石 50个
绿色铸魂石 11个
绿色铸魂符文 11个
银砖 2块
强化石1级 40个
双蛋抽奖箱一个（节日期间每天可抽奖一次，即日—2015年1月3日）
礼包有效期7天，7天之后消失
10级以上可以使用

回归核心玩法，享受游戏本质乐趣！
征战六国----手机端完美呈现经典网游《传奇》的精髓，演绎正宗《征途》版万人国战场景。游戏内微信式语聊功能，让你吼出兄弟！聊到妹纸！
气泡式情景对话模式，丰富人物表情，任务不累，快乐升级！
想休闲？练功房，泡温泉，呼朋唤友逍遥游。要刺激？上刀山，下火海，热血疆场兄弟情。大型RPG手机网游，副本，活动，家族战，帮战，国战...提供一切您想要的！

山语游戏恢宏巨制，带您重回浩荡的后三国时代，演绎从无名小卒成长为千古君王的传奇人生，书写属于自己的屌丝逆袭终极版！
安卓手机全尺寸，全版本适配----从200元的运营商补贴智能机，到顶配旗舰机，一样的完美体验，一样的流畅游戏。不费流量！手机不烫！后台完美运行无障碍！

美女助理手把手指引，保证小白玩家半小时上手！
自动挂机功能，轻松快乐打怪升级！
自动寻路，路痴MM照样精确定位，横行江湖！
即刻开启游戏，左手兄弟，右手红颜，刀光箭雨，血战疆场，演绎这屌丝逆袭的千古终极版！

征战六国官方QQ群：10605222   官网  www.ishanyu.com",http://i1.market.mi-img.com/download/AppStore/08df744f7ac11dbf6d998cb9c5db2e3fbf141654b/com.SyGameSLDD.mi.apk,1,1.8.0,2,δ֪,δ֪,δ֪,山语游戏,2015-01-05 20:00,征战六国,0,81.8M,http://file.market.xiaomi.com/thumbnail/jpeg/l120/AppStore/ee0a7ecd-05ef-4747-9517-193d1f8c1c83
710,11,29412,1,δ֪,4,网游RPG,在iOS中被无数玩家认可的五星游戏，释放你英雄情怀的经典三国卡牌手机网游！ 被iOS骨灰级玩家评论为“最写实三国游戏”，“高端大气上档次三国游戏”！在这里你可以收集、养成自己的强力武将，并率领他们与其他玩家在三国的世界里逐鹿天下!,http://i4.market.mi-img.com/download/AppStore/453858cd-8d1d-47ac-956f-6bc2de39e78f/com.ecngame.mylord.mi.apk,1,3.1.0,2,δ֪,δ֪,δ֪,宣合游戏,2015-01-05 20:00,掌三国,0,55.0M,http://file.market.xiaomi.com/thumbnail/jpeg/l120/AppStore/22ddf89a-3506-415c-ab1c-efdb0eb43739
711,11,38994,1,δ֪,4,网游RPG,"《热血魔兽》是一款以欧美神话为背景的Q版卡牌手机游戏，讲述了一群冒险者在神秘大陆上的探险故事。游戏画风可爱，操作轻松，副本丰富，卡牌数量庞大，策略性极强。
　　《热血魔兽》最为经典的玩法，是它的卡牌养成系统。玩家通过一系列的推图（包括黑暗之门和试炼之塔）收集卡牌，从中挑选合适的卡牌出战；卡牌进行培养，通过吞噬、升级和进化，让卡牌强大起来；学习队长技能和buff技能，使卡牌的战斗属性更加全面，更具有多变性和策略趣味。与其他卡牌游戏相比，《热血魔兽》最具特色的是其丰富的互动玩法和PVP系统。玩家可以叫上几个好友一起来冒险，共同研究探讨战斗策略，战胜强大的敌人；也可以时常互相切磋技艺，一较高下。
　　《热血魔兽》独具创新的玩法，是其女神和星座系统，玩家可以激活强大的女神为其助战，女神可以提供光环为卡牌加buff，也可以释放女神技能对敌人造成毁灭性打击；而把星座中的星星点亮，则可以为所有上阵卡牌及女神叠加大量属性值！
炫斗卡牌，热血魔兽！等你来战！",http://i4.market.mi-img.com/download/AppStore/e110ddf0-f55f-4573-93d7-bb7d973d794f/com.q1.wow.mi.apk,1,1.3.1,1.5,δ֪,δ֪,δ֪,深圳冰川网络股份有限公司,2015-01-05 20:00,热血魔兽,0,75.04M,http://file.market.xiaomi.com/thumbnail/jpeg/l120/AppStore/71fbe98f-99ae-42e2-8a06-f830df274232
